instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt,hr,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,year,month
107,2011-04-17,Spring,0,4,0,0,0,Clear or Cloudy,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,23,0.44,0.4394,0.67,0.1642,19,37,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,0,0.46,0.4545,0.47,0.0896,15,24,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,1,0.46,0.4545,0.47,0.1343,11,8,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2,0.42,0.4242,0.67,0.1045,14,2,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,3,0.42,0.4242,0.62,0.1045,6,1,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,4,0.4,0.4091,0.87,0.1642,2,4,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,5,0.4,0.4091,0.76,0.0896,0,16,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,6,0.4,0.4091,0.82,0.0,3,51,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,7,0.46,0.4545,0.63,0.0,12,156,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,8,0.46,0.4545,0.63,0.0,20,277,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,9,0.5,0.4848,0.55,0.1045,37,132,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,10,0.52,0.5,0.55,0.1045,41,68,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,11,0.54,0.5152,0.52,0.0896,36,87,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,12,0.56,0.5303,0.49,0.0896,60,124,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,13,0.56,0.5303,0.49,0.1642,41,128,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,14,0.58,0.5455,0.49,0.194,49,95,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,15,0.6,0.6212,0.43,0.194,64,112,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,16,0.6,0.6212,0.46,0.2836,40,165,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,17,0.58,0.5455,0.49,0.2836,66,362,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,18,0.64,0.6212,0.31,0.3582,41,321,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,19,0.56,0.5303,0.46,0.2537,42,244,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,20,0.6,0.6212,0.33,0.2985,29,136,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,21,0.56,0.5303,0.37,0.2836,20,131,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,22,0.52,0.5,0.55,0.2836,9,81,2011,April
108,2011-04-18,Spring,0,4,0,1,1,Clear or Cloudy,0.5125,0.503146,0.5425,0.163567,669,2760,3429,23,0.5,0.4848,0.59,0.2537,11,35,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,0,0.5,0.4848,0.55,0.2239,2,23,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,1,0.46,0.4545,0.63,0.2239,5,2,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,2,0.46,0.4545,0.67,0.2836,8,5,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,3,0.48,0.4697,0.63,0.2239,0,3,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,4,0.46,0.4545,0.67,0.0896,1,4,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,5,0.46,0.4545,0.72,0.194,1,17,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,6,0.48,0.4697,0.67,0.0,2,63,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,7,0.52,0.5,0.55,0.0,22,166,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,8,0.5,0.4848,0.68,0.1343,20,331,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,9,0.52,0.5,0.63,0.0896,23,139,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,10,0.5,0.4848,0.72,0.2239,15,60,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,11,0.54,0.5152,0.68,0.1642,19,53,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,12,0.54,0.5152,0.64,0.0896,19,84,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,13,0.54,0.5152,0.68,0.2239,26,103,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,14,0.54,0.5152,0.64,0.194,19,88,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,15,0.54,0.5152,0.65,0.1642,44,83,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,16,0.56,0.5303,0.52,0.2985,30,162,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,17,0.56,0.5303,0.6,0.1045,39,372,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,18,0.54,0.5152,0.64,0.1343,44,377,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,19,0.5,0.4848,0.72,0.194,28,248,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,20,0.5,0.4848,0.72,0.2239,20,148,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,21,0.5,0.4848,0.72,0.1343,8,114,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,22,0.48,0.4697,0.77,0.0896,3,109,2011,April
109,2011-04-19,Spring,0,4,0,2,1,Mist,0.505833,0.489258,0.665833,0.157971,409,2795,3204,23,0.46,0.4545,0.88,0.0896,11,41,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,0,0.44,0.4394,0.88,0.1343,4,29,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,1,0.42,0.4242,0.94,0.1642,2,5,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,2,0.42,0.4242,0.94,0.1642,0,2,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,3,0.42,0.4242,0.94,0.0,0,2,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,4,0.4,0.4091,1.0,0.1045,5,4,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,5,0.4,0.4091,0.94,0.194,1,14,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,6,0.42,0.4242,0.94,0.1642,2,62,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,7,0.44,0.4394,0.94,0.0,26,211,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,8,0.62,0.6061,0.69,0.4627,22,374,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,9,0.66,0.6212,0.61,0.2836,27,170,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,10,0.62,0.6061,0.69,0.0896,45,86,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,11,0.62,0.6061,0.69,0.0896,31,87,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,12,0.7,0.6515,0.48,0.3881,28,117,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,13,0.7,0.6515,0.48,0.3881,42,135,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,14,0.74,0.6515,0.4,0.4627,33,115,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,15,0.76,0.6667,0.35,0.3582,32,113,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,16,0.76,0.6667,0.35,0.3582,54,201,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,17,0.74,0.6515,0.37,0.4179,34,398,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,18,0.74,0.6515,0.3,0.3582,56,385,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,19,0.7,0.6364,0.32,0.2537,74,309,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,20,0.68,0.6212,0.32,0.1045,31,194,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,21,0.66,0.6212,0.36,0.2836,38,134,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,22,0.62,0.6212,0.41,0.2537,12,105,2011,April
110,2011-04-20,Spring,0,4,0,3,1,Clear or Cloudy,0.595,0.564392,0.614167,0.241925,613,3331,3944,23,0.6,0.6212,0.4,0.3284,14,79,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,0,0.56,0.5303,0.43,0.3582,11,33,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,1,0.52,0.5,0.45,0.2239,6,20,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,2,0.5,0.4848,0.42,0.3881,3,10,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,3,0.46,0.4545,0.51,0.4627,4,3,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,4,0.44,0.4394,0.54,0.4478,2,4,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,5,0.42,0.4242,0.54,0.5522,0,14,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,6,0.4,0.4091,0.58,0.5821,2,73,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,7,0.42,0.4242,0.47,0.4627,15,183,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,8,0.4,0.4091,0.5,0.4925,19,346,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,9,0.42,0.4242,0.47,0.2836,18,178,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,10,0.42,0.4242,0.44,0.3582,25,73,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,11,0.44,0.4394,0.41,0.2836,34,99,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,12,0.46,0.4545,0.38,0.1642,49,150,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,13,0.48,0.4697,0.33,0.3284,55,122,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,14,0.5,0.4848,0.34,0.3881,68,160,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,15,0.52,0.5,0.29,0.4179,69,166,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,16,0.52,0.5,0.27,0.3582,66,228,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,17,0.5,0.4848,0.29,0.1642,79,402,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,18,0.5,0.4848,0.25,0.2836,71,381,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,19,0.46,0.4545,0.28,0.2836,52,272,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,20,0.44,0.4394,0.3,0.1343,28,176,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,21,0.42,0.4242,0.47,0.194,25,159,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,22,0.42,0.4242,0.38,0.0896,31,106,2011,April
111,2011-04-21,Spring,0,4,0,4,1,Clear or Cloudy,0.459167,0.453892,0.407083,0.325258,745,3444,4189,23,0.4,0.4091,0.43,0.1045,13,86,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,0,0.36,0.3485,0.62,0.194,3,30,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,1,0.36,0.3333,0.53,0.2537,2,22,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,2,0.36,0.3333,0.53,0.2985,2,7,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,3,0.36,0.3333,0.53,0.2985,0,2,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,4,0.34,0.3182,0.53,0.2836,1,2,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,5,0.34,0.3182,0.53,0.2239,0,16,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,6,0.34,0.3182,0.53,0.2836,2,47,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,7,0.34,0.3182,0.53,0.2836,5,175,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,8,0.34,0.3182,0.53,0.2537,15,331,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,9,0.34,0.303,0.61,0.2985,17,178,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,10,0.36,0.3485,0.62,0.194,32,104,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,11,0.34,0.3333,0.66,0.194,23,83,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,12,0.34,0.3333,0.76,0.1343,19,61,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,13,0.34,0.3333,0.87,0.194,3,37,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,14,0.34,0.3182,0.87,0.2537,3,33,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,15,0.34,0.3333,0.87,0.194,13,62,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,16,0.34,0.3333,0.87,0.1343,4,58,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,17,0.32,0.303,0.93,0.2239,6,63,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,18,0.32,0.303,0.93,0.2239,4,47,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,19,0.32,0.303,0.93,0.2239,7,48,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,20,0.32,0.303,0.87,0.2239,8,39,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,21,0.3,0.303,0.93,0.1642,5,23,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,22,0.3,0.303,1.0,0.1343,3,21,2011,April
112,2011-04-22,Spring,0,4,0,5,1,Mist,0.336667,0.321954,0.729583,0.219521,177,1506,1683,23,0.32,0.3333,0.93,0.1045,0,17,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,0,0.32,0.3182,1.0,0.194,0,18,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,1,0.32,0.3182,1.0,0.194,5,11,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,2,0.32,0.3333,1.0,0.1343,3,14,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,3,0.32,0.3333,1.0,0.0896,0,4,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,4,0.34,0.3636,1.0,0.0,2,3,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,5,0.34,0.3636,1.0,0.0,1,6,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,6,0.34,0.3333,1.0,0.1642,0,11,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,7,0.34,0.3333,1.0,0.1642,2,17,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,8,0.36,0.3333,1.0,0.2537,15,32,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,9,0.38,0.3939,0.94,0.2985,13,55,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,10,0.42,0.4242,0.88,0.2239,36,93,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,11,0.46,0.4545,0.88,0.2239,68,164,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,12,0.52,0.5,0.83,0.4179,94,197,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,13,0.52,0.5,0.83,0.3881,126,186,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,14,0.58,0.5455,0.78,0.3582,182,209,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,15,0.6,0.5909,0.73,0.3881,171,226,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,16,0.6,0.5909,0.73,0.2836,180,246,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,17,0.6,0.5909,0.73,0.3284,168,215,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,18,0.58,0.5455,0.78,0.194,149,227,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,19,0.56,0.5303,0.83,0.2836,84,199,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,20,0.54,0.5152,0.88,0.2537,45,138,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,21,0.56,0.5303,0.83,0.2836,32,103,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,22,0.58,0.5455,0.78,0.2537,55,114,2011,April
113,2011-04-23,Spring,0,4,0,6,0,Mist,0.46,0.450121,0.887917,0.230725,1462,2574,4036,23,0.54,0.5152,0.88,0.1642,31,86,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,0,0.52,0.5,0.83,0.2239,30,66,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,1,0.5,0.4848,0.88,0.194,14,40,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,2,0.5,0.4848,0.88,0.194,27,45,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,3,0.5,0.4848,0.94,0.0896,4,20,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,4,0.5,0.4848,0.94,0.0896,0,5,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,5,0.5,0.4848,0.94,0.0896,5,7,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,6,0.5,0.4848,1.0,0.0,10,3,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,7,0.5,0.4848,1.0,0.0,16,11,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,8,0.52,0.5,0.94,0.2239,38,42,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,9,0.56,0.5303,0.88,0.2537,73,104,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,10,0.6,0.5758,0.78,0.1642,118,171,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,11,0.66,0.6212,0.65,0.1343,124,193,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,12,0.68,0.6364,0.65,0.2537,168,220,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,13,0.7,0.6515,0.58,0.2836,205,236,2011,April
114,2011-04-24,Spring,0,4,0,0,0,Mist,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,14,0.7,0.6515,0.54,0.3284,197,223,2011,April
